,features,dicationary
last_total_day_review_unpopular_app_update,3.0,最近total天_review_unpopular_app_update数
last_total_day_review_unpopular_app_update_to_whole_ratio,0.046875,最近total天_review_unpopular_app_update数与总数比值
last_total_day_review_unpopular_second_app_update,1.0,最近total天_review_unpopular_second_app_update数
last_total_day_review_unpopular_second_app_update_to_whole_ratio,0.015625,最近total天_review_unpopular_second_app_update数与总数比值
last_total_day_review_middle_app_update,3.0,最近total天_review_middle_app_update数
last_total_day_review_middle_app_update_to_whole_ratio,0.046875,最近total天_review_middle_app_update数与总数比值
last_total_day_review_popular_app_update,29.0,最近total天_review_popular_app_update数
last_total_day_review_popular_app_update_to_whole_ratio,0.453125,最近total天_review_popular_app_update数与总数比值
last_total_day_install_unpopular_app_update,4.0,最近total天_install_unpopular_app_update数
last_total_day_install_unpopular_app_update_to_whole_ratio,0.0625,最近total天_install_unpopular_app_update数与总数比值
last_total_day_install_unpopular_second_app_update,7.0,最近total天_install_unpopular_second_app_update数
last_total_day_install_unpopular_second_app_update_to_whole_ratio,0.109375,最近total天_install_unpopular_second_app_update数与总数比值
last_total_day_install_middle_app_update,3.0,最近total天_install_middle_app_update数
last_total_day_install_middle_app_update_to_whole_ratio,0.046875,最近total天_install_middle_app_update数与总数比值
last_total_day_install_popular_app_update,29.0,最近total天_install_popular_app_update数
last_total_day_install_popular_app_update_to_whole_ratio,0.453125,最近total天_install_popular_app_update数与总数比值
last_total_day_cash_install_unpopular_app_update,3.0,最近total天_cash_install_unpopular_app_update数
last_total_day_cash_install_unpopular_app_update_to_whole_ratio,0.046875,最近total天_cash_install_unpopular_app_update数与总数比值
last_total_day_cash_install_unpopular_second_app_update,4.0,最近total天_cash_install_unpopular_second_app_update数
last_total_day_cash_install_unpopular_second_app_update_to_whole_ratio,0.0625,最近total天_cash_install_unpopular_second_app_update数与总数比值
last_total_day_cash_install_middle_app_update,1.0,最近total天_cash_install_middle_app_update数
last_total_day_cash_install_middle_app_update_to_whole_ratio,0.015625,最近total天_cash_install_middle_app_update数与总数比值
last_total_day_cash_install_popular_app_update,4.0,最近total天_cash_install_popular_app_update数
last_total_day_cash_install_popular_app_update_to_whole_ratio,0.0625,最近total天_cash_install_popular_app_update数与总数比值
last_total_cate_gory_kind1_update_cnt,13.0,最近total天第一类app update 数
last_total_cate_gory_kind2_update_cnt,0.0,最近total天第二类app update 数
last_total_cate_gory_kind1_update_ratio,0.203125,最近total天第一类app update 占比
last_total_cate_gory_kind2_update_ratio,0.0,最近total天第二类app update 占比
last_3_days_app_weekend_install_cnt,0.0,最近3天_app_weekend_install_个数
last_3_days_review_weekend_install_max,,最近3天_热评_weekend_install_最大数
last_3_days_review_weekend_install_sum,0.0,最近3天_热评_weekend_install_合计
last_3_days_review_weekend_install_avg,,最近3天_热评_weekend_install_均值
last_3_days_review_weekend_install_min,,最近3天_热评_weekend_install_最小数
last_3_days_game_weekend_install_cnt,0.0,最近3天game_weekend_install_个数
last_3_days_game_weekend_install_to_whole_ratio,-9999.0,最近3天game_weekend_install_个数与总app数比值
last_3_days_tools_weekend_install_cnt,0.0,最近3天tools_weekend_install_个数
last_3_days_tools_weekend_install_to_whole_ratio,-9999.0,最近3天tools_weekend_install_个数与总app数比值
last_3_days_video_music_weekend_install_cnt,0.0,最近3天video_music_weekend_install_个数
last_3_days_video_music_weekend_install_to_whole_ratio,-9999.0,最近3天video_music_weekend_install_个数与总app数比值
last_3_days_lifestyle_weekend_install_cnt,0.0,最近3天lifestyle_weekend_install_个数
last_3_days_lifestyle_weekend_install_to_whole_ratio,-9999.0,最近3天lifestyle_weekend_install_个数与总app数比值
last_3_days_education_weekend_install_cnt,0.0,最近3天education_weekend_install_个数
last_3_days_education_weekend_install_to_whole_ratio,-9999.0,最近3天education_weekend_install_个数与总app数比值
last_3_days_personal_weekend_install_cnt,0.0,最近3天personal_weekend_install_个数
last_3_days_personal_weekend_install_to_whole_ratio,-9999.0,最近3天personal_weekend_install_个数与总app数比值
last_3_days_ebook_weekend_install_cnt,0.0,最近3天ebook_weekend_install_个数
last_3_days_ebook_weekend_install_to_whole_ratio,-9999.0,最近3天ebook_weekend_install_个数与总app数比值
last_3_days_effication_weekend_install_cnt,0.0,最近3天effication_weekend_install_个数
last_3_days_effication_weekend_install_to_whole_ratio,-9999.0,最近3天effication_weekend_install_个数与总app数比值
last_3_days_entertainment_weekend_install_cnt,0.0,最近3天entertainment_weekend_install_个数
last_3_days_entertainment_weekend_install_to_whole_ratio,-9999.0,最近3天entertainment_weekend_install_个数与总app数比值
last_3_days_communication_weekend_install_cnt,0.0,最近3天communication_weekend_install_个数
last_3_days_communication_weekend_install_to_whole_ratio,-9999.0,最近3天communication_weekend_install_个数与总app数比值
last_3_days_finance_weekend_install_cnt,0.0,最近3天finance_weekend_install_个数
last_3_days_finance_weekend_install_to_whole_ratio,-9999.0,最近3天finance_weekend_install_个数与总app数比值
last_3_days_travel_weekend_install_cnt,0.0,最近3天travel_weekend_install_个数
last_3_days_travel_weekend_install_to_whole_ratio,-9999.0,最近3天travel_weekend_install_个数与总app数比值
last_3_days_business_weekend_install_cnt,0.0,最近3天business_weekend_install_个数
last_3_days_business_weekend_install_to_whole_ratio,-9999.0,最近3天business_weekend_install_个数与总app数比值
last_3_days_shopping_weekend_install_cnt,0.0,最近3天shopping_weekend_install_个数
last_3_days_shopping_weekend_install_to_whole_ratio,-9999.0,最近3天shopping_weekend_install_个数与总app数比值
last_3_days_gamble_weekend_install_cnt,0.0,最近3天gamble_weekend_install_个数
last_3_days_gamble_weekend_install_to_whole_ratio,-9999.0,最近3天gamble_weekend_install_个数与总app数比值
last_3_days_social_weekend_install_cnt,0.0,最近3天social_weekend_install_个数
last_3_days_social_weekend_install_to_whole_ratio,-9999.0,最近3天social_weekend_install_个数与总app数比值
last_3_days_others_weekend_install_cnt,0.0,最近3天others_weekend_install_个数
last_3_days_others_weekend_install_to_whole_ratio,-9999.0,最近3天others_weekend_install_个数与总app数比值
last_3_days_weekend_install_category_unique,0.0,最近3weekend_install不同种类数
last_3_days_weekend_install_category_unique_to_whole_ratio,0.0,最近3weekend_install不同种类数与全种类比值
last_3_day_cash_app_cnt_weekend_install,0.0,最近3天现金贷appweekend_install数
last_3_day_gp_cash_app_cnt_weekend_install,0.0,最近3天现金贷google play 上的weekend_install数
last_3_day_un_gp_cash_app_cnt_weekend_install,0.0,最近3天现金贷非google play 上的weekend_install数
last_3_day_review_unpopular_app_weekend_install,0.0,最近3天_review_unpopular_app_weekend_install数
last_3_day_review_unpopular_app_weekend_install_to_whole_ratio,-9999.0,最近3天_review_unpopular_app_weekend_install数与总数比值
last_3_day_review_unpopular_second_app_weekend_install,0.0,最近3天_review_unpopular_second_app_weekend_install数
last_3_day_review_unpopular_second_app_weekend_install_to_whole_ratio,-9999.0,最近3天_review_unpopular_second_app_weekend_install数与总数比值
last_3_day_review_middle_app_weekend_install,0.0,最近3天_review_middle_app_weekend_install数
last_3_day_review_middle_app_weekend_install_to_whole_ratio,-9999.0,最近3天_review_middle_app_weekend_install数与总数比值
last_3_day_review_popular_app_weekend_install,0.0,最近3天_review_popular_app_weekend_install数
last_3_day_review_popular_app_weekend_install_to_whole_ratio,-9999.0,最近3天_review_popular_app_weekend_install数与总数比值
last_3_day_install_unpopular_app_weekend_install,0.0,最近3天_install_unpopular_app_weekend_install数
last_3_day_install_unpopular_app_weekend_install_to_whole_ratio,-9999.0,最近3天_install_unpopular_app_weekend_install数与总数比值
last_3_day_install_unpopular_second_app_weekend_install,0.0,最近3天_install_unpopular_second_app_weekend_install数
last_3_day_install_unpopular_second_app_weekend_install_to_whole_ratio,-9999.0,最近3天_install_unpopular_second_app_weekend_install数与总数比值
last_3_day_install_middle_app_weekend_install,0.0,最近3天_install_middle_app_weekend_install数
last_3_day_install_middle_app_weekend_install_to_whole_ratio,-9999.0,最近3天_install_middle_app_weekend_install数与总数比值
last_3_day_install_popular_app_weekend_install,0.0,最近3天_install_popular_app_weekend_install数
last_3_day_install_popular_app_weekend_install_to_whole_ratio,-9999.0,最近3天_install_popular_app_weekend_install数与总数比值
last_3_day_cash_install_unpopular_app_weekend_install,0.0,最近3天_cash_install_unpopular_app_weekend_install数
last_3_day_cash_install_unpopular_app_weekend_install_to_whole_ratio,-9999.0,最近3天_cash_install_unpopular_app_weekend_install数与总数比值
last_3_day_cash_install_unpopular_second_app_weekend_install,0.0,最近3天_cash_install_unpopular_second_app_weekend_install数
last_3_day_cash_install_unpopular_second_app_weekend_install_to_whole_ratio,-9999.0,最近3天_cash_install_unpopular_second_app_weekend_install数与总数比值
last_3_day_cash_install_middle_app_weekend_install,0.0,最近3天_cash_install_middle_app_weekend_install数
last_3_day_cash_install_middle_app_weekend_install_to_whole_ratio,-9999.0,最近3天_cash_install_middle_app_weekend_install数与总数比值
last_3_day_cash_install_popular_app_weekend_install,0.0,最近3天_cash_install_popular_app_weekend_install数
last_3_day_cash_install_popular_app_weekend_install_to_whole_ratio,-9999.0,最近3天_cash_install_popular_app_weekend_install数与总数比值
last_3_cate_gory_kind1_weekend_install_cnt,0.0,最近3天第一类app weekend_install 数
last_3_cate_gory_kind2_weekend_install_cnt,0.0,最近3天第二类app weekend_install 数
last_3_cate_gory_kind1_weekend_install_ratio,-9999.0,最近3天第一类app weekend_install 占比
last_3_cate_gory_kind2_weekend_install_ratio,-9999.0,最近3天第二类app weekend_install 占比
last_15_days_app_weekend_install_cnt,0.0,最近15天_app_weekend_install_个数
last_15_days_review_weekend_install_max,,最近15天_热评_weekend_install_最大数
last_15_days_review_weekend_install_sum,0.0,最近15天_热评_weekend_install_合计
last_15_days_review_weekend_install_avg,,最近15天_热评_weekend_install_均值
last_15_days_review_weekend_install_min,,最近15天_热评_weekend_install_最小数
last_15_days_game_weekend_install_cnt,0.0,最近15天game_weekend_install_个数
last_15_days_game_weekend_install_to_whole_ratio,-9999.0,最近15天game_weekend_install_个数与总app数比值
last_15_days_tools_weekend_install_cnt,0.0,最近15天tools_weekend_install_个数
last_15_days_tools_weekend_install_to_whole_ratio,-9999.0,最近15天tools_weekend_install_个数与总app数比值
